dateTime,airTimePercentage2pt4GHz,airTimePercentage5GHz,atfEnabled2pt4GHz,atfEnabled5GHz,countryCode,enabled,id,isFairPolicy2pt4GHz,isFairPolicy5GHz,name,publicSsid2pt4Controlled,publicSsid5Controlled,publicWifiNetworkID2pt4GHz,publicWifiNetworkID5GHz,ssidList2pt4GHz,ssidList5GHz
2019-03-06 12:45:01,1,1,False,False,CA,True,e0e12656-46d6-41dd-bff7-29098a87cdec,True,True,2AP_ZyXEL,False,False,,,[''],['']
2019-03-06 12:45:01,1,1,False,False,CA,True,2b84fae1-144a-4ee1-bf0c-99707d875997,True,True,Topology_default_profile,False,False,,,[''],['']
2019-03-06 13:45:01,1,1,False,False,CA,True,e0e12656-46d6-41dd-bff7-29098a87cdec,True,True,2AP_ZyXEL,False,False,,,[''],['']
2019-03-06 13:45:01,1,1,False,False,CA,True,2b84fae1-144a-4ee1-bf0c-99707d875997,True,True,Topology_default_profile,False,False,,,[''],['']
2019-03-06 14:45:01,1,1,False,False,CA,True,e0e12656-46d6-41dd-bff7-29098a87cdec,True,True,2AP_ZyXEL,False,False,,,[''],['']
2019-03-06 14:45:01,1,1,False,False,CA,True,2b84fae1-144a-4ee1-bf0c-99707d875997,True,True,Topology_default_profile,False,False,,,[''],['']
2019-03-06 15:45:01,1,1,False,False,CA,True,e0e12656-46d6-41dd-bff7-29098a87cdec,True,True,2AP_ZyXEL,False,False,,,[''],['']
2019-03-06 15:45:01,1,1,False,False,CA,True,2b84fae1-144a-4ee1-bf0c-99707d875997,True,True,Topology_default_profile,False,False,,,[''],['']
2019-03-06 16:45:01,1,1,False,False,CA,True,e0e12656-46d6-41dd-bff7-29098a87cdec,True,True,2AP_ZyXEL,False,False,,,[''],['']
2019-03-06 16:45:01,1,1,False,False,CA,True,2b84fae1-144a-4ee1-bf0c-99707d875997,True,True,Topology_default_profile,False,False,,,[''],['']
2019-03-06 17:45:01,1,1,False,False,CA,True,e0e12656-46d6-41dd-bff7-29098a87cdec,True,True,2AP_ZyXEL,False,False,,,[''],['']
2019-03-06 17:45:01,1,1,False,False,CA,True,2b84fae1-144a-4ee1-bf0c-99707d875997,True,True,Topology_default_profile,False,False,,,[''],['']
2019-03-06 18:45:01,1,1,False,False,CA,True,e0e12656-46d6-41dd-bff7-29098a87cdec,True,True,2AP_ZyXEL,False,False,,,[''],['']
2019-03-06 18:45:01,1,1,False,False,CA,True,2b84fae1-144a-4ee1-bf0c-99707d875997,True,True,Topology_default_profile,False,False,,,[''],['']
2019-03-06 19:45:02,1,1,False,False,CA,True,e0e12656-46d6-41dd-bff7-29098a87cdec,True,True,2AP_ZyXEL,False,False,,,[''],['']
2019-03-06 19:45:02,1,1,False,False,CA,True,2b84fae1-144a-4ee1-bf0c-99707d875997,True,True,Topology_default_profile,False,False,,,[''],['']
2019-03-06 20:45:02,1,1,False,False,CA,True,e0e12656-46d6-41dd-bff7-29098a87cdec,True,True,2AP_ZyXEL,False,False,,,[''],['']
2019-03-06 20:45:02,1,1,False,False,CA,True,2b84fae1-144a-4ee1-bf0c-99707d875997,True,True,Topology_default_profile,False,False,,,[''],['']
2019-03-06 21:45:02,1,1,False,False,CA,True,e0e12656-46d6-41dd-bff7-29098a87cdec,True,True,2AP_ZyXEL,False,False,,,[''],['']
2019-03-06 21:45:02,1,1,False,False,CA,True,2b84fae1-144a-4ee1-bf0c-99707d875997,True,True,Topology_default_profile,False,False,,,[''],['']
2019-03-06 22:45:01,1,1,False,False,CA,True,e0e12656-46d6-41dd-bff7-29098a87cdec,True,True,2AP_ZyXEL,False,False,,,[''],['']
2019-03-06 22:45:01,1,1,False,False,CA,True,2b84fae1-144a-4ee1-bf0c-99707d875997,True,True,Topology_default_profile,False,False,,,[''],['']
2019-03-06 23:45:01,1,1,False,False,CA,True,e0e12656-46d6-41dd-bff7-29098a87cdec,True,True,2AP_ZyXEL,False,False,,,[''],['']
2019-03-06 23:45:01,1,1,False,False,CA,True,2b84fae1-144a-4ee1-bf0c-99707d875997,True,True,Topology_default_profile,False,False,,,[''],['']
